landslide_size,fatality_count,longitude,latitude
medium,0,83.4658,27.7172
medium,,93.9877,25.0604
medium,,107.9408,15.6045
medium,3,77.0857,32.3665
medium,,92.3567,25.0951
very_large,3,34.8863,1.8509
unknown,0,-124.2706,43.2571
medium,2,89.5833,27.0667
medium,,-124.3011,48.2632
large,0,99.2543,28.6904
medium,0,-120.5983,38.2897
medium,6,108.8148,23.827
medium,0,79.3308,30.4043
medium,0,78.6007,30.1454
medium,7,83.8847,21.786
small,0,-122.7748,48.1428
small,0,-122.3635,47.9899
large,3,104.8433,19.2675
large,7,-99.3417,19.9006
medium,0,92.9064,27.2743
large,14,126.1086,7.1916
medium,0,123.9179,10.3879
medium,3,107.6982,-7.509
small,0,-122.2926,47.9211
unknown,0,-119.4508,44.8207
medium,0,-122.2559,45.5315
medium,2,-75.2667,5.2833
unknown,0,-122.566,43.2906
medium,0,84.4866,27.7884
unknown,0,-122.4142,43.2577
small,0,-118.2286,34.2219
small,0,88.4486,26.9343
small,0,-75.3278,40.0707
medium,0,-96.8139,32.7913
medium,0,-1.638238361,53.11450322
medium,2,124.6193,8.4539
medium,,175.2362,-41.5877
medium,0,74.88567317,12.89307458
medium,0,-122.8044,47.3851
unknown,0,-123.9243,44.401
medium,9,67.003,30.2001
medium,2,-96.1833,17.1833
medium,0,9.6882,44.2408
medium,,-124.0854,42.899
medium,2,24.8656,-10.7142
unknown,0,-123.7731,46.195
medium,0,108.5406,-7.4056
medium,6,96.2946,25.6226
medium,1,106.9754,-6.681
small,0,-123.1452,47.3927
medium,,78.315,31.587
medium,,-130.9916,60.0484
small,0,-84.561,39.0979
medium,3,74.0227,34.0887
medium,,-107.9697,37.9693
medium,1,-46.6136,-23.2311
very_large,0,103.763,27.4761
medium,0,-123.8152,42.9651
medium,0,-71.8688,-15.6929
medium,0,121.3667,17.6
medium,1,125.3449,7.9035
small,0,80.7675,7.1855
small,0,-82.4405,37.4078
small,1,89.9032,25.7238
medium,1,99.05794408,2.951259964
medium,0,88.3373,26.8546
small,0,-8.2479,52.604
medium,0,120.6868,16.4187
medium,0,-81.6849,41.4184
medium,0,84.4935,27.822
medium,0,-81.5791,38.3314
medium,2,125.0039,12.5054
medium,0,-115.3971,43.4122
small,0,-118.5328,35.5834
medium,0,-120.4116,47.2884
medium,2,76.7105,10.007
medium,0,121.0613,18.418
medium,0,145.6937,-17.0661
large,2,-76.2244,3.5181
medium,5,92.8411,24.9849
large,6,82.2314,28.7956
large,3,-76.8501,3.8581
small,0,6.7933,45.8892
medium,,56.4742,23.2693
small,0,122.2416,10.6468
small,0,-156.2441,20.904
medium,,-158.121915,21.34682521
medium,,71.44957392,38.3795304
medium,1,74.8333,33.0829
medium,,120.8269,16.7437
unknown,0,-123.7518,46.1857
medium,,77.13222306,31.69137979
medium,0,-120.6323,47.5293
medium,6,126.05,7.8166
small,0,-66.681,18.1283
medium,0,108.5845,37.0903
small,0,-7.1194,52.267
medium,11,-90.444,14.6969
medium,0,-118.6757,38.4575
medium,0,101.6314,3.2971
large,27,-75.6039,6.2746
medium,5,80.56522226,29.88884727
medium,3,84.2805,27.9586
medium,,-85.3665,34.977
medium,,23.2109,42.6452
medium,0,-2.3113,51.7245
medium,0,34.2334,1.0498
small,0,-122.392,47.7017
medium,,138.4333,36.3167
small,,-117.629,33.4298
medium,0,-2.7122,50.7472
medium,1,121.4923,15.8228
medium,0,145.0218,-37.8023
small,0,-117.8053,34.0626
medium,1,111.38,36.23
medium,3,-41.1197,-20.073
medium,3,120.9031,14.0439
medium,,107.0722,20.9629
small,,-124.518,48.3438
small,0,17.1399,-22.5814
medium,0,-43.184,-22.9259
unknown,0,-122.4788,45.3959
very_large,,105.7952,21.6906
small,0,-123.4246,39.55
medium,0,93.9854,25.5007
unknown,0,-124.2858,43.1391
unknown,0,-123.8857,45.7063
medium,0,74.8219,36.3085
medium,0,-43.489,-23.0289
medium,12,107,-6.9237
large,0,-120.4036,47.2892
medium,0,77.1793,31.1011
large,10,-79.6754,-2.9591
medium,0,-80.2174,40.5558
small,0,-124.075,44.4378
small,0,-159.4773,22.2106
small,0,-79.9369,40.4248
unknown,0,-124.2683,42.0549
medium,0,95.2747,31.5583
medium,0,151.9941,-27.5685
medium,0,84.4694,27.7657
medium,2,-95,17
medium,0,83.3588,28.058
medium,2,-100.3667,19.4
small,0,-156.0581,20.7889
medium,0,123.2388,13.7084
medium,0,-115.6158,36.2629
medium,1,141.192,39.4394
small,,-118.4309,34.0312
medium,0,100.0055,9.5033
medium,0,84.0719,28.0579
medium,0,76.7329,9.9983
medium,0,-122.3241,47.3765
medium,0,34.2355,1.0121
medium,0,-115.4442,43.365
small,0,19.1565,-33.9038
unknown,0,-121.6091,45.6207
medium,0,137.8195,35.505
medium,,84.63118672,27.86624658
medium,4,-75.5283,6.2379
medium,,86.65683342,27.20517346
medium,,-61.591,10.6906
small,0,14.4185,50.1047
small,,-2.1046,55.7496
medium,0,73.5651,34.8482
medium,,-2.4063,52.6041
medium,0,83.45,27.7
medium,,109.0241,32.677
small,0,-117.6454,33.4418
medium,3,73.8859,33.4702
medium,,124.6167,12.282
medium,2,115.1374,-8.198
medium,0,-43.0921,-22.8547
medium,12,120.5765,16.4605
medium,,123.26,9.2903
large,0,-120.7645,48.5473
medium,0,73.961,34.6651
medium,0,-121.7017,45.2309
medium,0,24.4277,41.8601
medium,0,177.4476,-17.7849
medium,0,93.125,24.3069
small,0,43.4965,42.046
medium,1,124.6815,6.2189
medium,0,121.1877,17.2961
medium,0,-121.9277,37.5957
medium,0,94.1057,25.6263
medium,0,159.95,-9.4333
medium,0,9.3405,6.6218
large,14,120.1957,-3.001
medium,0,-119.0802,34.1033
medium,0,78.4862,30.3799
medium,2,-79.9001,9.36
unknown,0,-123.7518,46.1857
medium,0,-42.5823,-22.398
small,0,-122.3899,47.7929
medium,5,85.7763,27.8609
medium,2,84.2945,28.03
medium,0,-116.9567,50.146
medium,0,77.9521,31.5041
very_large,5,-93.306,17.39
small,0,-84.9013,38.7839
small,0,-126.4039,50.9975
medium,0,73.3679,18.7687
medium,3,120.2051,15.2662
small,0,-122.2824,47.7305
medium,0,-81.8131,38.3046
small,0,-122.3102,47.9367
unknown,0,-122.6608,45.5017
small,1,-69.9373,18.5079
small,0,-82.4835,38.615
medium,,125.1598,12.5142
small,0,-84.5571,39.1098
small,,-70.5866,19.5167
medium,0,74.0256,34.0901
large,0,100.0764,2.0336
large,,104.0479,27.6292
small,0,-70.61794177,41.74309277
medium,0,170.6273,-45.8767
medium,2,9.1854,12.4359
medium,0,-42.6833,-22.2833
unknown,0,-123.3321,45.6486
medium,,-122.5168,37.5789
medium,,90.8,27.05
small,0,-3.6107,56.3311
medium,3,103.8646,22.3608
small,0,-83.1295,37.336
small,0,9.7416,61.5677
medium,1,94.7596,28.1737
unknown,0,-124.1175,44.1463
medium,,74.9985,33.9337
large,0,93.6086,27.0869
medium,,104.3496,-5.4195
medium,0,13.9553,49.1573
small,0,-81.4409,37.4204
medium,,116.0924,5.9555
small,0,-122.4007,47.0645
small,0,-111.6393,40.0101
medium,3,-91.3605,14.9102
unknown,0,-121.9005,44.4287
medium,4,123.31,9.53
medium,,106.6939,10.676
medium,0,124.9919,12.0311
medium,7,103.4583,28.7565
medium,14,120.741,15.2011
medium,0,29.9846,-1.2654
medium,0,-43.097,-22.8901
medium,,120.665,16.7259
medium,2,125.6,10.1
medium,,91.8188,22.344
medium,0,80.60846422,7.418396315
medium,0,83.3773,28.3034
medium,0,176.9136,-39.484
unknown,0,-123.3758,45.6236
small,3,-106.5152,31.7293
small,0,-104.9442,38.8783
medium,0,79.3532,29.913
medium,6,83.8188,28.2656
large,,-8.6859,39.2376
medium,0,-1.8699,55.3022
medium,0,120.6559,16.4979
medium,0,88.2796,26.888
medium,,118.0556,5.852
medium,0,-123.3974,38.7164
medium,0,-106.2829351,36.99351356
medium,0,-77.1919,18.4313
medium,0,103.2653,-4.0377
medium,0,84.2758,28.2782
medium,,76.2227,11.2695
medium,2,114.252,28.55
medium,0,73.5086,18.3978
medium,,108.7275,-7.3357
medium,0,67.0317,24.9441
medium,0,-118.3741,34.1026
medium,0,121.171,18.012
small,0,-111.741,40.4338
medium,0,93.0514,23.8447
small,0,113.9573,4.3036
large,1,-74.2017,11.2475
medium,3,-91.8946,16.0203
large,11,79.5682,28.8665
small,2,68.5748,39.316
medium,0,103.5154,31.1532
unknown,0,-123.3978,44.8126
medium,11,103.7281,31.5751
large,,86.71,27
medium,0,-87.434,13.7645
small,0,-119.1444,46.2149
small,0,-82.2679,37.6758
medium,3,83.7228,28.2322
medium,,80.5118,29.722
medium,0,-122.1916,41.3936
medium,2,68.2767,26.0462
medium,4,96.6855,4.6889
medium,0,120.9868,16.7132
large,18,126.9936,37.4808
medium,,-107.5798,39.5542
medium,,-43.2003,-22.5195
medium,9,31.1137,-8.7588
small,0,-116.9799,46.798
medium,0,85.5502,27.0927
small,0,-81.5639,39.0315
medium,2,83.55,28.28
very_large,0,77.5874,34.1114
medium,10,107.1344,-7.0549
medium,0,-119.076,37.6141
medium,0,108.3289,-7.2269
medium,0,-91.2264,14.2202
medium,0,123.7808,10.3178
medium,12,128.1849,-3.6498
medium,0,-4.1427,57.5777
medium,0,-116.722,51.2585
medium,0,123.9833,10.7667
medium,0,108.4403,12.0467
medium,0,72.9086,40.8986
small,0,-121.5015,45.7081
medium,0,-111.6621,40.4537
medium,4,111.0239,31.2351
medium,0,75.2439,33.2359
medium,0,82.106,29.0697
unknown,0,-122.7225,43.3394
medium,,-122.3279,45.2944
medium,,123.9428072,10.42450171
medium,0,74.4889,33.0365
large,0,-123.7788,44.3984
medium,0,145.6226,-40.9345
small,8,91.8666,25.5772
medium,1,76.7898,9.9903
unknown,0,-123.9456,45.5812
medium,0,-0.983,54.5888
medium,1,-91.2132,43.486
medium,0,87.9377,27.2948
medium,,73.46476377,16.94057232
medium,,-49.3653,-26.9286
medium,0,-3.0939,53.0586
unknown,0,-122.4137,44.1214
medium,5,71.7986,35.567
medium,,92.0757,25.5498
medium,0,81.0836,6.9734
small,0,-79.8919,43.2804
medium,0,-120.3961,38.0139
medium,0,98.6585,10.0341
medium,0,19.7156,49.8453
medium,4,30.0372,0.5599
small,0,116.384,5.7369
medium,,88.28087032,26.88405686
small,4,-98.4812,20.5373
unknown,0,-124.3143,42.1764
very_large,,93.5444,24.8142
medium,6,84.914,27.863
medium,5,88.2426,27.3425
small,0,98.3153,8.1112
small,0,76.9101,11.3237
medium,4,3.3539,6.6369
medium,0,79.3211,29.5477
small,0,-121.6551,36.1435
small,0,123.5074,13.3481
small,0,-83.60661439,36.71594657
medium,5,107.0182,-6.7209
medium,0,-157.9254,21.4329
medium,,-122.4027,47.5827
medium,0,121.461,17.3592
unknown,0,-122.6407,44.7727
medium,0,-82.4872,35.2436
medium,0,-90.4842,14.6268
small,0,-107.8186,37.6162
medium,0,-83.8069,37.8107
medium,10,145.8593,-6.2899
small,0,-121.6737,47.8636
medium,,-0.6136,54.4874
medium,0,-79.0597,39.4732
large,0,44.6826,41.7114
small,0,-78.5023,41.7757
unknown,0,-121.4902,45.709
medium,,106.9284,-6.9085
medium,0,124.941,6.3444
medium,,-116.4853,48.1411
small,0,-121.7817,36.2476
medium,,80.4333,29.5333
medium,0,6.477,60.3751
medium,0,122.4167,10.8167
unknown,0,-122.4788,45.3959
medium,0,77.5435,30.6358
medium,0,92.801,25.0477
small,1,71.9975,35.2646
medium,6,48.2928,42.0625
small,0,-81.8103,36.5221
medium,5,120.7414,16.316
medium,0,-97.835,32.5348
medium,0,-122.5621,37.8751
medium,0,121.2088,17.265
medium,2,122.1997,1.0172
medium,0,94.04619681,25.70223725
medium,0,120.9867,12.902
medium,0,177.0314,-37.9622
large,3,88.1069,27.1176
medium,3,83.0006,28.2324
medium,,77.2847,30.7395
medium,0,125.7011,7.6632
small,0,-84.9431,32.4613
medium,5,115.0278,24.7844
small,0,-84.1668,36.7908
unknown,0,-123.7664,45.0979
large,12,81.5833,29.3167
unknown,0,-123.6903,44.3573
small,0,-2.015,53.964
medium,7,110.1125,32.8091
medium,0,123.6833,10.1833
medium,,125.6732,8.6184
medium,0,123.7215,10.1999
very_large,3,102.9841,21.7697
medium,,-3.4468,56.3656
small,,-57.4476,-25.3689
medium,0,96.8566,23.9723
small,0,98.6715,8.5061
medium,2,76.1201,32.5655
medium,280,-90.4959,14.5755
small,0,-123.5176,43.3755
small,0,-3.9355,55.3752
small,0,-124.5316,48.3486
small,,0.183118764,50.83295612
medium,,-84.1933,10.1648
medium,,108.3927,15.4522
unknown,0,-118.9662,45.88
small,0,-109.9919,44.4944
medium,2,75.1922,33.3376
medium,3,84.4125,28.089
medium,,-83.6344,9.363
medium,1,72.7253,32.3898
small,0,-85.3786,34.9053
small,,-72.7,47.52
large,19,-42.6935,-22.0811
medium,0,137.9084,35.005
small,0,-99.8562,16.885
medium,,145.1667,-6.083
medium,0,94.5247,26.3185
small,0,-80.6351,41.1006
medium,4,98.54866159,10.00028043
medium,0,18.5713,44.8247
medium,0,42.1147,42.9302
medium,0,-74.4867,20.2526
medium,0,82.8643,28.1836
small,0,-122.515,37.57
small,,-106.7839,39.3707
medium,0,72.9293,41.3431
medium,0,87.8086,27.5138
medium,2,78.2253,11.81
medium,3,107.3397,21.3161
medium,0,176.0774,-38.6984
large,0,74.056,34.0823
medium,0,76.2833,32.2108
medium,,82.1667,28.3667
medium,1,45.7566,41.7915
small,1,91.7896,26.1844
unknown,0,-123.8837,45.6888
medium,2,72.9981,19.1355
medium,0,169.38,-44.0527
unknown,0,-123.6534,43.6619
small,0,75.4446,34.2607
medium,0,-84.8195,12.3484
medium,0,34.3413,1.0472
medium,0,170.6453,-44.8431
small,0,-81.5896,38.3922
medium,0,-81.5377,38.2323
medium,1,84.0011,28.1996
medium,0,23.0879,42.3377
very_large,35,-44.248,-23.1077
medium,0,-120.7947,47.577
small,0,78.1443,30.4517
medium,,125.0245,6.133
medium,2,-43.9107,-19.944
medium,,121.57,24.995
unknown,0,-123.9456,45.5812
small,1,92.1117,21.444
small,0,-79.8543,40.5147
medium,0,77.3544,30.6738
medium,0,-75.5003,4.4183
medium,,122.6167,10.6
medium,1,91.9696,21.5202
medium,0,151.9802,-27.6041
small,0,-77.299,41.7497
unknown,0,-122.144,44.3956
medium,5,105.8107,24.992
medium,2,41.68,41.3596
medium,0,-57.8946,49.5645
medium,,94.0691,24.2451
large,66,111.3083,22.1978
medium,0,-82.3079,37.7123
medium,0,-43.1943,-22.9399
medium,1,111.4,-8.0333
medium,,89.5187916,27.21962595
small,0,-111.6712,40.7388
medium,0,120.9572,23.47
large,3,102.62,22.47
small,0,-21.4541,65.9794
medium,0,-1.7529,4.9039
medium,0,125.7407,8.5055
medium,0,-87.155,14.0592
small,0,-95.3153,39.9892
small,0,-115.6967,43.6692
unknown,0,-121.8752,44.4307
small,0,-120.0386,38.8386
medium,0,75.8466,32.5764
medium,1,124.1745,7.0859
medium,,-7.9408,53.4242
large,3,77.7274,20.855
small,0,-82.5388,38.6743
medium,0,-120.682,47.5857
small,0,-107.8722,37.0712
small,,-82.2585,35.4437
large,0,77.3265,34.3061
medium,,77.209,31.1066
small,0,44.8485,41.1676
medium,0,-61.4407,10.7539
medium,0,94.1136,25.6237
medium,,-61.3642,15.3055
small,0,113.1213,23.0206
medium,0,98.6657,9.9602
medium,,75.8011,33.1595
medium,,73.87646407,34.11901266
unknown,0,-122.4789,44.7568
medium,,-152.4346,57.7856
medium,0,125.6078,3.4238
medium,2,35.8666,-1.0828
medium,0,101.9787,4.8903
small,0,-84.2444,36.6878
medium,,-64.7736,18.3477
medium,,178.515,-18.0208
small,0,-80.0111,40.436
small,0,-122.4294,48.6041
small,0,-91.3708,39.723
medium,0,88.2779,26.8811
medium,0,148.3028,-36.9706
medium,27,83.8005,28.3037
medium,,86.77497513,27.30669194
medium,0,45.458,41.8984
small,0,-122.1996,37.8404
medium,,78.0501,15.8294
medium,0,7.2325,43.7276
unknown,0,-123.1408,45.9229
medium,0,-122.3806,47.7453
medium,0,41.8393,41.7985
small,0,-93.8001,35.7131
small,0,76.3738,9.9431
medium,0,82.553,28.2265
medium,4,80.6296,16.5121
medium,0,-4.8567,56.2266
medium,2,82.3731,28.3685
medium,240,110.1969,-6.9343
unknown,0,-124.1107,42.9179
medium,0,123.3022,8.5138
medium,0,-130.0184,57.6984
medium,0,-107.0321,39.7184
medium,0,-2.2471,54.9753
medium,,88.3651,27.1675
medium,0,129.8735,32.7556
small,1,-90.457,14.674
medium,0,122.1187,6.9894
medium,,-83.1598,35.519
medium,0,143.9341,-38.5854
small,0,-124.048,44.4291
medium,,-72.629,42.228
medium,0,-2.4281,43.3211
medium,2,123.2198,8.4814
medium,0,-122.5864,47.5652
medium,0,75.1892,32.99
medium,3,106.6145,23.9111
medium,0,151.9979,-27.5659
medium,1,123.544,12.9541
medium,0,-83.1137,37.2101
small,1,-81.564,35.9993
medium,0,-4.1795,50.9644
medium,0,-42.9772,-22.3701
unknown,0,-122.3485,43.7225
medium,1,-122.8135,37.9873
medium,0,-107.8546,37.3233
small,,-106.08,38.498
small,0,-111.4726,33.8342
medium,,78.3233,30.6179
medium,0,174.0073,-41.2951
medium,4,86.2326,27.6363
medium,,72.4258,35.2227
medium,,123.8475216,10.3177097
small,0,-122.4942,47.2906
small,0,-111.7448,40.4788
small,0,-122.309,47.9277
medium,,-88.8488,13.6094
medium,4,-34.9817,-8.0204
medium,,101.7926,3.4267
medium,0,48.6744,38.4886
medium,0,80.9963,29.5388
medium,,75.1916877,33.3390327
unknown,0,-123.8216,44.0601
medium,0,34.4013,1.007
medium,0,-83.1806,36.8619
medium,,77.09,31.13
unknown,0,-124.1194,43.7487
small,4,73.0549,34.4989
unknown,0,-120.1516,44.6107
medium,0,-121.599,52.5211
small,0,-119.6991,49.6547
medium,0,74.8686,35.359
medium,0,-116.5369,32.9112
medium,,80.5544,29.8496
medium,0,26.3995,42.7143
small,0,-119.722,39.0369
small,0,153.0898,-26.3938
medium,0,0.5943,50.856
unknown,0,-123.961,45.8262
medium,,-82.5377,35.6369
large,,-73.2843,8.4683
medium,0,77.2466,32.3709
medium,,7.0888,6.0366
large,,146.392,-38.1718
medium,,106.7959,-6.5097
medium,0,121.1495,17.4147
medium,5,120.5855,16.4564
medium,5,121.729,-4.5
unknown,0,-123.3342,43.4046
medium,2,37.66,-3.6404
medium,0,83.4625,28.3853
unknown,0,-123.6579,43.6554
medium,1,111.0578,-7.6149
medium,1,107.5844,-6.8396
medium,,102.9896,5.0936
small,,-122.3099327,47.92499887
small,0,-111.6368,45.4716
large,0,106.6254,-6.195
medium,0,94.0644,24.4072
small,0,124.2185,7.1733
small,0,120.2685,14.8271
medium,0,120.566,16.4992
medium,0,-4.4647,54.2485
small,0,85.4197,27.758
medium,7,79.2143,30.3629
medium,5,-87.7286,14.5742
medium,0,39.0616,44.1447
medium,1,81.8494,28.1981
medium,,70.42633455,37.56106267
medium,0,101.383,3.8258
medium,0,176.8426,-40.1513
medium,0,108.6849,15.4546
medium,,108.281,23.641
medium,0,92.694,23.7527
medium,1,74.9397,33.0107
medium,0,-122.1323,47.3174
medium,0,-82.3705,9.2102
medium,0,105.1433,20.4516
medium,26,120.7802,16.8828
small,0,-82.5166,35.6253
medium,0,-156.6464,20.8939
very_large,5000,79.0666,30.7351
large,0,115.1771,-8.1587
unknown,0,-122.5843,43.2885
medium,,-77.1007,18.4054
small,0,174.769403,-41.286411
medium,4,-72.206,19.756
medium,4,85.5107,27.8868
small,0,-94.3946,49.9747
unknown,0,-118.9,45.8515
medium,0,-106.8393,40.4802
small,,-80.707,40.5573
small,0,145.11,-38.1543
large,0,6.9932,46.4093
medium,0,-122.0027,37.0976
medium,0,41.9574,41.8582
medium,4,94.25,26.138
medium,1,107.6073,-6.822
medium,0,-76.9216,38.8162
medium,0,-91.1338,14.7568
medium,0,77.1104,31.958
medium,0,-121.0365,38.9097
medium,0,-43.697,-22.9849
medium,,74.5101,35.8562
medium,,114.0818,22.6214
medium,0,-91.2988,17.4054
small,0,151.3013,-33.7106
medium,0,76.5516,10.9654
small,0,-121.687,36.8607
medium,0,98.7612,9.3825
medium,,-158.2475,21.555
medium,,74.5049,35.4781
unknown,0,-123.9361,44.6398
medium,0,34.25,1.0333
large,32,98.683,27.8541
unknown,0,-123.8109,46.1669
medium,0,74.6511,36.3128
unknown,0,-122.7444,44.9861
medium,0,-105.291,40.6893
medium,2,100.4322,-0.9672
small,0,-108.1842,43.513
medium,1,123.7851,13.6944
medium,,-83.4578,10.1014
unknown,0,-124.4045,42.279
medium,0,83.5309,28.4763
small,0,-4.1252,51.211
medium,0,94.0573,23.9939
medium,2,91.72137514,26.49349035
medium,0,-83.7193,38.6487
medium,0,89.51924545,27.21782272
medium,0,-35.2059,-5.8141
medium,,86.85,27.016
small,0,77.899,11.3742
small,0,-77.7785,40.7918
medium,,122.0727,6.9615
medium,0,80.6136,7.2805
medium,0,-121.4471,49.7843
medium,0,-107.8397,37.335
unknown,0,-123.1427,45.9159
medium,13,-77.4613,-0.1331
medium,0,-122.1817,47.0014
medium,3,-51.1339,-29.6634
small,1,80.362,6.0103
medium,0,-149.978032,63.51315907
medium,0,113.8995,1.8257
large,6,107.4471,-6.9889
medium,0,125.6118,7.6483
medium,0,94.3615,29.6491
medium,1,92.4951,21.9907
small,0,-122.7733,38.0458
medium,,83.85213651,27.58124358
large,0,86.1424,27.5072
medium,0,78.1677,29.9551
unknown,0,-123.7496,44.6567
small,0,-93.7203,16.6846
medium,0,98.2916,7.8794
medium,,120.4256,23.4535
medium,0,113.5538,28.8848
medium,,77.8876,33.303
medium,0,-111.8395453,41.25354118
medium,0,77.187,32.1896
medium,0,101.6637,3.0732
medium,,77.1498,9.8232
unknown,0,-123.3503,45.644
medium,0,-87.1953,14.0814
medium,0,123.7344,10.2165
medium,1,121.07,14.5894
medium,0,168.4885,-45.0775
unknown,0,-123.9048,44.7849
medium,0,74.9448,35.6562
small,0,108.2036,-7.2643
unknown,0,-118.975,44.285
small,0,-3.1715,56.0701
small,0,-74.32,42.5889
medium,0,28.0252,43.2693
unknown,0,-123.8499,44.3995
medium,3,103.9743,28.0436
medium,0,73.4374,34.6534
small,3,100.0614,-0.0406
large,37,109.547,-7.6213
medium,,-122.9765,50.1067
small,0,-114.3388,43.5097
unknown,0,-123.3271,46.1155
small,0,-159.5682,22.2209
medium,,94.1066,25.67
medium,0,7.0678,6.2069
medium,0,-124.0505,44.6323
medium,0,-43.0848,-22.8547
medium,0,-83.9041,10.2054
medium,0,-123.4997,48.8399
medium,,82.3527,28.2318
medium,0,-82.4732,9.3224
medium,0,80.6525,16.5157
very_large,,103.9291,30.6887
medium,0,74.9489,33.0289
medium,,-86.4209,39.4279
small,0,-122.3662,47.992
medium,,101.0833,19.0833
medium,,122.3698,7.9756
small,,-80.0726,40.5531
unknown,0,-124.1181,43.7477
large,2,89.5403,48.5936
medium,,78.6167,31.8833
medium,,100.24,5.34
medium,11,111.8293,38.0432
medium,0,76.7606,10.0486
medium,0,4.7549,45.5842
medium,0,73.0068,35.1148
large,0,77.5971,34.1482
medium,3,100.6444,-0.8021
medium,7,110.375,25.4075
medium,1,139.6333,36.5796
small,0,7.2253,46.4873
small,0,-61.2809,15.2458
medium,0,75.1296,36.5705
unknown,0,-123.5827,45.5635
medium,,76.8806,11.338
small,0,-43.1259,-22.9066
unknown,0,-124.1131,44.2886
medium,0,-2.0946,54.9735
small,0,-57.5886,50.2405
medium,0,93.8443,24.9356
unknown,0,-123.5826,45.5635
small,1,-84.2106,10.0442
medium,0,77.1103,30.9086
medium,0,91.80317334,26.10973183
medium,0,-84.7783,11.1297
medium,0,-83.5162,38.1181
medium,0,-82.7851,37.4164
unknown,0,-122.6023,42.689
small,0,-88.9144,14.6
small,0,-116.836,33.05
medium,0,-43.2167,-22.9458
small,0,-116.9702,34.1036
medium,0,-0.1557,51.2595
small,0,177.9985,-17.8045
large,37,81.0209,6.7631
small,0,-93.9072,44.524
very_large,3,-97.4997,19.849
medium,1,-72.7053,18.9523
small,0,-122.452,47.2711
medium,0,-84.3678,9.9451
medium,1,-88.551,15.309
unknown,0,-123.5828,45.5635
unknown,0,-123.8412,43.6476
medium,1,120.5763,16.4357
large,4,120.9889,23.8466
medium,0,-4.825,43.293
medium,0,-76.7094,-11.9431
medium,0,121.1138,16.8431
medium,0,88.4659,27.0638
medium,3,73.0226,19.0811
medium,0,-122.7145,45.7014
medium,0,80.7014,7.5206
medium,0,77.0588,30.8974
unknown,0,-121.627,45.592
small,0,-61.1339,10.5896
medium,0,73.593,16.9214
medium,3,120.6583,16.6962
medium,0,109.2164,13.3137
large,,120.2974,23.1749
medium,0,173.287,-41.2737
medium,0,-84.3662,9.6341
medium,0,0.4703,50.9519
medium,0,-122.0818,46.5455
small,,114.4396,4.6401
medium,,-7.3305,54.9992
unknown,12,110.8371,-6.7912
medium,0,81.0081,7.9329
small,0,-107.9352,37.2743
large,0,-118.4938,34.5587
small,0,101.704,3.1498
medium,0,76.853,32.6598
medium,0,-43.2328,-22.9801
medium,4,102.3447,29.0184
unknown,0,-123.4605,45.6069
medium,0,81.623,29.139
small,0,-122.6192,39.0081
small,0,101.687,3.0879
small,0,-77.0832,-12.0929
unknown,2,123.0845,9.5192
medium,0,-122.9082,47.0252
medium,0,79.5269,30.6494
medium,1,-61.4484,10.6933
medium,0,77.1402,31.0722
medium,4,92.19905362,21.23291114
medium,0,109.8832,18.777
medium,,74.6264,33.0498
medium,1,34.4164,1.0765
small,0,-1.2772,50.7662
medium,0,-115.5106,43.7777
small,0,-78.9261,40.3316
medium,0,93.5039,24.7543
medium,1,72.8102,18.9774
medium,7,120.6336,16.5127
medium,,-123.8109,46.3662
medium,4,-46.8844,-23.1864
medium,0,-118.1733,34.2068
medium,0,-111.1546,39.4714
medium,0,-86.125,34.1386
medium,,-82.5494,35.8269
medium,0,123.8946,10.313
medium,4,-84.125,9.7789
small,0,-118.2537,34.3091
medium,0,120.8994,23.475
medium,0,8.7412,46.6901
large,,6.7124,45.3917
medium,0,77.4138,32.7571
medium,,-85.5325,13.5317
medium,1,83.5165,27.7625
medium,,80.50476155,29.57990613
small,0,-110.7826,43.4756
unknown,0,-123.8078,44.3729
large,1,-75.4375,2.8917
very_large,2100,70.3589,37.0133
large,50,120.5967,16.4016
medium,,36.0893,0.8734
large,,124.35,13.7
unknown,0,-123.3807,44.5396
medium,0,-69.8693,18.5225
medium,,-124.3342,43.1294
medium,0,74.2562,33.3852
medium,0,-114.6379,45.7021
unknown,0,-124.114,44.1885
medium,0,-105.9334,39.5676
medium,0,106.9059,-6.655
medium,0,73.9067,34.1093
small,,-5.9506,54.8226
small,0,-121.957,47.7028
small,0,-82.4685,38.4001
small,0,-74.7969,40.1205
medium,1,77.089,30.895
medium,,92.489,20.8605
unknown,0,-123.7172,43.0004
small,0,-123.8848,44.9771
unknown,0,-122.4303,44.3998
medium,0,116.2113,5.9012
medium,0,92.7362,23.7131
medium,8,139.2902,-3.9287
medium,0,122.2299,7.2075
medium,2,80.314,7.1145
small,0,-117.1282,32.7738
medium,6,-74.1899,4.6176
medium,10,69.3203,38.5464
medium,0,116.7968,5.4204
medium,0,-82.4937,38.6451
unknown,0,-119.7667,45.4956
medium,0,80.3125,29.0958
large,6,110.0501,23.6143
small,0,-61.4004,10.6501
medium,0,121.0489,18.2216
large,1,104.8531,33.7721
large,38,77.1645,31.1
unknown,0,-122.5262,43.3037
small,0,-80.6005,40.43
medium,,94.9439,26.3897
medium,5,103.685,35.978
small,0,-119.6542,39.3007
small,0,-122.2869,47.7371
unknown,0,-123.3811,44.5397
small,0,-84.4557,9.9275
