landslide_size,fatality_count,longitude,latitude
medium,0,-106.3538,39.068
medium,0,88.0839,26.8366
unknown,0,-122.6985,43.3283
large,9,79.7758,29.841
small,0,-80.4138,38.4807
medium,,106.9516,-6.9031
unknown,0,-121.8785,44.4217
small,0,152.6019,-27.4839
small,0,123.9067,10.3026
medium,1,126.1513837,7.217953309
medium,,130.5773,32.6457
medium,7,92.22263842,20.92931962
medium,7,106.4167,23.1333
medium,0,124.3655,9.6514
medium,0,-79.9988,40.429
medium,2,39.7365,40.9792
unknown,0,-123.6525,43.6691
medium,2,7.4831,9.0925
small,0,-157.7892,21.3684
medium,,82.0446,29.4596
medium,0,106.8099,-6.1984
medium,,-93.1774,35.9631
small,0,174.7789668,-41.31460954
medium,2,120.8922,24.5646
small,1,88.4674,27.0599
medium,0,120.7255,22.2841
medium,0,-123.7967,43.6756
medium,10,74.3313,33.9659
medium,0,77.1784,32.2338
small,0,-124.0356,40.8421
medium,,83.529,27.9271
medium,0,123.42,9.8964
small,0,-75.5082,5.0657
medium,1,92.7878,23.3572
medium,2,83.4643,27.8173
small,0,-122.3263,47.8961
medium,0,34.8078,-0.3536
medium,,94.11603493,25.61560252
small,0,-117.4965,49.4635
large,0,-43.0072,-22.3998
medium,2,84.37740614,28.01031874
medium,0,94.8833,26.4333
medium,,174.3227,-35.7229
medium,1,120.687,16.8237
medium,0,119.939,11.8895
medium,2,118.512,28.9012
unknown,0,-123.8857,45.7062
medium,0,74.4438,41.7246
small,0,-122.2136,47.9933
medium,0,75.8147,41.1746
unknown,0,-118.9699,45.8859
medium,0,-109.3279,33.6423
small,,-157.829,21.3131
medium,6,29.274,-1.67
medium,0,123.8789,10.3315
medium,0,-111.7471,40.4336
medium,,116.831,-1.2654
medium,,73.3361,35.5099
medium,,-85.521,34.8695
medium,8,-75.52,7.16
medium,0,79.0479,30.6838
medium,8,-82.344,8.787
medium,0,107.9547,-7.3411
medium,0,-98.1993,20.1544
medium,,123.0333,10.3333
large,0,-122.2674,47.2549
medium,0,-122.8089,45.6182
small,0,-71.2165,42.1433
unknown,0,-122.8967,43.2987
small,0,115.0182,4.9726
unknown,0,-121.9542,44.4387
small,8,-87.0325,13.2875
medium,0,150.314,-33.7341
medium,0,123.8131,10.294
medium,,84.67982275,27.81229512
medium,,68.214,38.533
medium,1,76.9346,9.8957
small,0,-79.8801,40.481
medium,,88.4909,27.2084
large,0,-117.8879,34.1469
medium,0,45.8107,40.57
medium,,75.9957,11.4816
medium,0,-124.3964,49.3566
small,0,-81.59,41.215
large,,70.44,40.75
small,0,-121.9157,37.6456
small,,-109.8662,44.4659
medium,4,109.0559,35.9672
medium,,106.8762,-6.9092
medium,0,130.6,31.808
medium,0,-82.7256,36.9186
medium,0,81.0714,7.2753
medium,3,104.7608,-5.516
medium,0,80.3874,6.686
medium,0,78.4151,30.966
large,0,-61.2984,10.7901
medium,0,80.3019,7.2558
unknown,0,-120.3381,44.5498
medium,0,-91.5168,15.2164
medium,0,98.7176,9.9771
unknown,0,-121.8784,44.4216
small,0,-122.4471,47.2671
medium,0,-132.3459,56.2908
small,0,-69.6188,44.0765
small,0,91.7548,26.1314
unknown,0,-123.9245,45.9607
medium,2,87.2167,27.3667
small,0,0.1292,51.4914
small,0,-73.4378,45.9145
small,0,-122.5794,45.334
medium,0,-107.8751,37.2821
unknown,0,-122.3716,45.5353
medium,0,-117.1935,34.1407
medium,0,-10.3747,6.5271
medium,,106.7588,34.3752
medium,,-79.8666,40.3647
medium,0,-85.0141,10.8916
small,0,-120.9174,46.8077
medium,0,120.5876,16.4003
small,0,-74.8163,42.5435
medium,13,74.3723,33.5405
small,0,74.2197,15.7051
medium,0,123.511,10.717
small,0,84.8051,27.8126
medium,0,80.5547,29.8587
medium,2,82.2494,28.9446
medium,0,78.4401,30.7332
small,,-121.58,50.23
medium,0,-66.9425,10.5259
medium,0,-108.0294,37.9948
unknown,0,125.0573,7.6167
medium,0,-83.0946,35.526
medium,0,-82.4569,8.7463
medium,10,72.3183,34.8685
medium,0,98.9765,2.9523
medium,0,126.1696,9.234
medium,0,120.6158,16.3105
medium,0,-61.5636,10.6963
medium,6,98.8225,25.0666
medium,,106.7361,10.7069
large,0,94.4922,26.1699
medium,0,7.5449,46.1905
medium,0,10.1348,63.3783
medium,,94.1167,27.2333
medium,0,-7.1531,52.5391
unknown,0,-122.533,43.2984
medium,1,74.6712,36.3079
small,0,123.8257,10.2813
medium,0,-124.456,48.3184
medium,4,96.3005,25.6172
small,0,-4.8899,55.8686
medium,,-79.205,-3.99
unknown,0,-123.5356,45.897
large,5,-42.9705,-22.4115
medium,,92.6921,24.1293
medium,0,-81.942,37.7811
medium,5,110.8667,-6.7333
medium,0,-123.4802,44.4722
unknown,0,-122.8697,45.9817
medium,0,-115.5605,43.4026
medium,0,100.293,6.4123
small,0,-90.9836,39.4052
large,0,-116.9765,34.0548
unknown,0,-123.8923,45.5598
small,0,-116.9435,33.8071
medium,0,107.8832,-7.0643
medium,2,121.1571,22.9798
unknown,0,-120.3635,44.5276
medium,,-0.1595,51.4942
medium,,94.0144205,25.03561729
small,,-84.5657,39.1072
medium,0,12.8788,43.3166
small,0,-117.2892,33.1466
medium,0,78.9014,30.2411
medium,,75.1793,33.3018
medium,0,132.2294,34.9769
medium,0,-119.9688,48.3729
medium,,81.0473,6.9935
small,0,121.0046,16.7221
small,0,-111.6581,40.2938
medium,,126.3173,6.9898
medium,0,-8.722,54.7111
small,0,-122.2039,47.4728
medium,0,83.7843,28.2649
small,0,23.2389,42.7235
medium,5,104.7281,27.124
medium,0,120.8222,16.8052
medium,0,70.6369,30.056
small,0,-123.3589,49.9537
medium,0,18.3629,-34.0496
medium,0,-60.7428,11.2246
medium,,94.1884,25.3833
small,0,-104.8618,38.8416
large,7,40.2306,37.9152
medium,0,78.7756,30.9015
medium,4,104.5333,22.8833
small,0,1.4366,52.8792
unknown,0,-124.1228,43.7506
medium,0,80.7354,7.0808
small,,-158.121,21.462
medium,0,-80.0595,40.448
large,0,-16.6849,65.0216
unknown,0,-122.3438,45.3
small,0,75.21163889,12.82402778
medium,0,91.7042,26.1666
medium,1,121.55,25.15
medium,0,-104.8122,36.5499
unknown,0,-123.5045,45.9126
medium,0,-73.0021,6.905
large,0,116.6733,5.9521
medium,0,-60.7195,11.2434
small,0,-61.6002,10.6871
medium,0,-10.9093,7.1721
medium,2,6.699,43.9585
small,0,-3.0706,50.7043
medium,3,106.7157,26.6597
small,0,-116.6468,33.098
medium,0,85.91452544,27.21545164
medium,,79.3158,30.3642
small,0,-90.53,14.5572
medium,7,81.4867,29.4469
large,0,87.6909,27.4159
small,0,-122.363,47.9896
medium,1,85.35,27.5
medium,0,120.9099,16.9433
medium,0,-122.3152,47.9194
medium,0,75.4481,33.1261
small,0,85.4279,27.7165
medium,0,8.1243,43.9266
medium,,94.7031,26.0977
medium,0,18.6599,44.1799
large,15,80.2098,29.5885
medium,0,59.211,35.2555
medium,5,85.1287,27.8569
medium,0,77.582,10.2462
medium,0,125.01,10.71
medium,0,126.0509,7.8471
small,0,73.0428,34.6758
large,,106.7087,-6.6234
medium,0,125.2603,11.1302
medium,1,80.5792,29.3083
medium,0,-79.6336,8.9496
small,0,28.0851,-25.8451
small,0,-96.9854,32.5383
unknown,0,-124.4119,42.3381
medium,0,108.4489,15.0376
unknown,0,-123.8119,44.3785
medium,0,-149.1366,64.0005
medium,18,126.6609,-3.644
medium,0,86.74,26.97
medium,,-105.19,35.46
medium,10,-13.2376,8.4889
medium,0,-115.5397,43.3575
medium,0,-84.5609,39.0973
small,0,153.0551,-26.6913
medium,0,9.9381,44.0928
unknown,0,-124.1107,42.9179
medium,0,-110.1938,42.2872
small,0,-122.7513,44.081
unknown,0,-121.8784,44.4216
small,0,-73.9141,40.904
medium,0,-93.8473,44.594
medium,0,-1.2827,50.9115
medium,0,-123.617,44.5694
medium,2,77.1236,11.2777
unknown,0,-123.2351,46.1209
unknown,0,-123.2443,46.028
medium,6,123.8436,7.8953
medium,0,26.5736,42.175
medium,0,-84.1489,10.1528
medium,1,76.5289,9.5988
medium,,-121.895,45.6993
medium,0,100.2743,5.4661
medium,1,140.5146,-2.516
medium,0,-86.992,35.9862
medium,0,-93.2365,44.9683
small,0,-77.0252,-12.1456
medium,0,78.5306,30.7394
medium,2,123.9075,10.3968
medium,3,15.4337,38.1944
medium,,116.3816,1.3542
very_large,430,126.1847,7.4649
medium,0,94.1383,25.48
unknown,0,-122.4197,43.2612
medium,0,-84.0879,9.9574
medium,0,120.704,23.8314
small,,-91.6396,44.0344
unknown,0,-122.8771,45.9952
unknown,0,-122.3695,45.5161
small,0,18.3653,-34.0746
medium,0,9.2572,46.0161
small,1,91.7783,25.0821
medium,0,-121.0386,39.1265
medium,0,-60.7582,11.2084
medium,7,120.689,16.3452
medium,0,-43.103,-22.878
medium,0,-97.7881,32.4399
medium,0,-117.7349,33.7465
unknown,0,-124.1148,44.1609
medium,0,74.5915,34.0096
medium,4,103.1612,22.7559
medium,1,133.9195,34.6551
medium,4,75.4325,33.1289
small,0,105.5845,20.8938
medium,5,80.67774011,29.11803174
small,0,-123.0521,44.9258
small,0,-80.6534,40.2278
medium,0,-84.79,12.3476
medium,,120.66,16.39
medium,0,120.9878,16.7133
small,0,-71.9691,44.1473
medium,0,94.1139,25.6269
unknown,0,-116.8583,44.9719
small,0,-121.1358,38.8758
medium,0,-82.7511,37.7306
medium,0,-74.4678,45.9111
medium,0,-4.8893,56.2453
medium,0,-117.805,34.0679
small,0,-111.8509,40.4074
medium,4,91.7483,25.1472
small,0,-83.6643,35.6733
medium,5,92.9974,24.7979
medium,,-0.154356568,51.28876789
medium,0,-2.3389,57.6717
medium,1,13.435,54.6801
unknown,0,-121.9948,44.3298
medium,0,45.0619,40.7944
medium,4,88.363,26.7914
medium,0,0.0161,43.0204
medium,0,78.3299,30.9085
medium,1,111.0843,23.5134
medium,0,79.9298,29.607
medium,0,103.9155,22.4179
large,17,-90.5276,14.6066
medium,0,74.0357,34.0796
large,3,35.56563507,0.770919162
small,0,-81.3408,35.7244
medium,0,102.4206,-3.6945
medium,1,75.5488,33.1467
medium,0,-121.0489,46.6752
medium,1,78.3154,30.6004
large,104,120.5746,16.4664
medium,0,-120.9276,39.1312
medium,0,-111.3112067,37.11344851
large,,103.49,31.07
small,,-117.8532,50.3162
small,0,91.7082,26.1044
medium,0,76.9576,30.8741
unknown,0,-122.9363,45.3098
unknown,0,-123.5777,44.158
medium,7,-76.1311,-9.2114
medium,0,-118.8419,50.6082
small,0,-97.2405,32.6791
small,2,121.0922,14.6394
unknown,0,-123.7746,46.1951
medium,1,74.2525,33.6794
small,0,-6.2546,55.2115
small,0,-113.9251,46.8875
unknown,0,-123.9584,44.8859
medium,0,-111.6788,40.5765
medium,0,18.1014,42.6493
very_large,424,-42.9664,-22.4123
medium,0,48.3774,-18.9481
medium,0,77.08971658,9.751185639
small,0,-123.0626,47.4997
small,7,99.2454,1.3994
medium,0,34.3082,1.4394
medium,3,105.9,20.5667
small,0,-80.5741,40.21
medium,2,-66.9431,10.4669
small,0,-122.521,37.8695
medium,1,107.5782,-6.8911
medium,,-70.6871,19.7827
small,0,176.257,-40.1119
medium,0,-0.2072,5.8215
medium,0,-84.8703,38.1684
medium,,-4.2571,55.8657
unknown,0,-123.927,45.6654
medium,3,-72.4577,18.4468
medium,6,109.6666,-7.4001
medium,50,120.8163,16.9643
small,0,-83.3732,37.1609
medium,0,-80.0813,40.4372
medium,0,78.2844,31.5699
small,1,80.6526,16.5145
medium,1,88.167,26.9978
small,0,69.5546,35.3047
medium,0,-88.7731,14.7698
small,0,-72.4066,43.4771
large,1,99.4,28.2
medium,0,-84.7928,12.3484
unknown,0,-124.3966,42.6027
medium,0,-74.5007,40.6383
medium,0,124.980934,10.3863054
medium,3,82.1707,28.8687
medium,,75.8289,11.4477
small,0,-75.9324,42.1144
small,0,-83.4667,37.9951
medium,0,88.3372,26.8545
medium,3,-73.8721,-15.746
small,0,-120.7629,38.733
medium,26,80.9,28.833
small,0,-117.8098,34.3618
very_large,0,121.0335,14.6444
medium,0,6.4793,43.4641
small,0,-104.8538,38.8117
medium,13,136.3632,-3.814
medium,0,-84.1762,9.9108
unknown,0,-123.2577,45.9974
medium,,-91.5322,41.6737
medium,,103.8764,31.3161
unknown,0,-123.2274,46.1185
small,0,-84.3918,37.7922
small,1,8.9745,46.8598
very_large,39,139.3785,34.7476
medium,0,-91.28401244,40.63499096
medium,,101.746,3.0949
medium,0,-61.4285,15.421
small,0,74.5594,34.1327
medium,,93.8275,24.9336
medium,0,-79.6961,9.2332
small,0,-119.9038,39.5513
large,21,69.8054,37.9148
medium,0,44.706,41.8393
small,0,101.7805,3.1425
medium,0,120.9695,17.0821
small,0,-122.4614,37.8893
small,,-82.5186,37.4814
small,0,174.735459,-41.335096
large,28,15.5445,38.196
medium,0,-121.7714,46.8391
large,10,79.0193,30.0667
small,0,119.7975,29.1935
medium,,-122.7756,48.9511
small,0,98.3138,7.8347
very_large,,104.8805,27.344
unknown,0,-122.16,43.6359
medium,0,-43.0252,-22.9631
medium,0,176.5249,-37.7239
medium,3,-89.4691,14.0007
unknown,0,-124.4134,42.424
unknown,0,-120.2621,44.5932
unknown,0,-124.3982,42.6214
medium,3,106.2055,28.14
small,0,-82.8014,8.833
medium,0,-61.2674,13.202
medium,,94.9731,26.4205
small,0,-122.357,37.3931
small,0,-81.1495,39.4396
large,151,73.6873,19.162
medium,0,83.8521,28.285
medium,,124.5335,7.1904
large,3,127.3641,0.8292
medium,0,-74.9185,8.5612
unknown,0,-123.9385,45.0159
medium,0,93.6885,27.1034
medium,0,80.8147,7.6447
medium,0,22.7941,44.6163
medium,,120.6101,16.3748
unknown,0,-124.0746,44.5339
medium,0,123.8332,10.2443
medium,0,93.0153,27.4888
unknown,0,-124.1131,44.2886
unknown,0,-123.9755,43.6905
medium,0,130.3342,33.4942
medium,0,-61.4954,10.6487
medium,0,73.4245,36.3044
small,2,73.7767,19.3379
unknown,0,-123.8195,44.6553
small,1,74.9781,33.8911
small,0,152.9012,-25.4003
medium,2,76.7705,9.8678
medium,1,123.478,10.597
medium,,-109.7873,47.6816
small,0,80.7651,29.2983
medium,0,94.1434,23.899
large,0,-118.5585,34.6218
medium,0,34.3317,1.01
small,0,-107.8717,37.072
medium,1,-89.7321,15.5779
medium,0,106.8002,-6.6006
small,0,-123.426,48.0364
medium,0,-90.5352,14.6429
medium,0,9.0563,44.3804
small,0,-122.7066,45.5259
large,0,77.5101,34.208
medium,0,178.4448,-18.1284
medium,0,-110.732,45.0432
medium,0,125.2242,7.0225
unknown,0,-123.9272,45.5591
medium,0,168.2362,-16.4724
small,0,-74.4478,40.8044
medium,1,-116.9016,32.5755
medium,0,-122.1494,49.1758
medium,0,-43.1109,-22.9149
medium,0,72.3313,41.4873
large,,70.42777802,37.55914605
medium,,-92.979,18.1563
small,0,-80.7844,40.4115
medium,0,-81.5529,40.2205
medium,0,125.0546,10.6593
medium,,113.4,23.7
medium,0,-121.5477,52.6118
medium,0,124.9789,10.509
medium,0,-81.9312,37.8024
unknown,0,-123.8172,44.6677
medium,,77.193,31.2077
medium,0,115.2203,5.3149
large,0,77.4702,31.8246
small,0,103.7368,31.5771
large,0,94.3136,25.0118
medium,0,83.1792,28.25
small,0,-79.8324,43.2372
unknown,0,-122.4413,44.1165
medium,5,74.9455,33.0068
medium,0,85.1509,27.5742
medium,3,95.1645,28.1193
medium,5,34.3554,1.0195
small,0,-111.8191,40.9108
small,0,138.6578,36.9338
medium,0,77.2195,32.3109
medium,11,125.4357,12.0478
medium,,109.9679,23.6454
large,11,88.0499,26.8016
medium,0,93.3729,25.1019
unknown,0,113.7131,3.8355
medium,,75.17707406,33.27140108
medium,2,98.5022,3.1918
medium,,106.742,-6.8255
small,0,75.7702,33.2706
medium,0,-120.4339,48.3626
medium,0,6.5483,60.0613
large,31,91.8252,22.3312
small,1,91.8644,24.9007
medium,0,-74.3853,18.3153
large,0,74.7959,33.7099
medium,1,120.9839,13.8217
medium,1,72.8276,19.4662
medium,,10.416,5.483
medium,0,-115.2846,43.8161
medium,0,-132.6394,56.6215
medium,0,-80.1708,39.4896
medium,0,121.7755,24.3504
medium,0,77.5947,10.9628
medium,,-81.4311,36.2204
unknown,0,-123.509,44.4634
unknown,0,-123.7793,44.0118
unknown,0,-122.2526,45.5317
small,,144.35,-38.1583
medium,0,106.2522,-6.5644
medium,2,-2.9034,50.7386
small,,173.7463,-35.047
unknown,0,-122.5128,43.3047
medium,0,-122.7007,47.0708
medium,7,121.0134,23.6539
small,0,-107.9645,32.6209
medium,,-61.4578,10.7603
small,0,88.4658,27.1141
medium,,87.2758,26.4596
small,0,-122.7038482,45.68819748
medium,0,-81.6026,38.3686
large,4,-65.948,-19.366
medium,1,22.5703077,39.875223
medium,4,109.0381,31.0595
medium,6,92.19530189,21.23704301
medium,,-107.87,37.25
large,28,120.2329,14.8851
medium,0,-106.9249,44.7448
medium,0,88.559,27.3773
medium,0,94.8133,26.2363
medium,,119.2801,26.7636
large,0,-112.9821,37.6536
medium,0,94.1051,25.6278
medium,3,-79.6671,0.9374
medium,,121.4833,25.1167
medium,0,-122.3871,44.4006
large,,107.474,-6.9373
medium,0,-151.4688,59.6639
medium,0,146.8154,-36.7056
medium,0,-82.4895,37.9176
small,0,-111.7078,40.4445
small,2,91.6743,22.6239
medium,0,148.9689,-20.9733
unknown,0,-122.8952,46.0603
small,9,83.2935,28.0872
medium,0,78.0767,30.4326
medium,,86.37,27.09
medium,0,-120.5021,46.9241
medium,0,87.7831,27.1005
medium,,-83.316,36.8502
medium,4,81.5714,29.158
large,0,113.2685,23.1321
medium,4,104.95,22.78
medium,,71.611,36.727
medium,4,8.9095,42.3749
medium,0,-122.5514,47.2543
medium,1,123.8804,10.316
medium,2,-51.3442,-29.4878
medium,0,-107.1995,39.0715
small,0,-119.4511,36.9604
medium,0,-63.8,-22.52
small,0,-84.6621,39.12
small,0,-122.1264,37.3595
medium,0,-76.6643,-11.9009
small,0,18.377,-33.9595
unknown,0,-123.2294,43.2334
medium,0,125.1489,6.7916
medium,0,146.9226,-36.7109
small,,-87.23175652,39.88211093
medium,,-113.7188,48.7195
small,0,175.1498,-41.0875
medium,0,-82.9667,37.7806
large,3,134.0157,-1.2239
medium,0,103.9768,32.8391
very_large,,106.6741,21.8411
medium,0,78.4399,30.7333
medium,,92.7141905,23.74182634
medium,0,121.0246,14.923
medium,0,45.334,41.7323
medium,3,91.7174,23.0137
medium,0,-114.2346,44.5072
small,,-118.2208,34.2413
small,0,-80.8605,8.4408
small,0,24.7502,42.1436
medium,1,-43.0398,-22.6567
small,0,-122.3678,47.8268
medium,,-0.931903558,53.30801118
medium,0,-81.9243,36.0748
small,0,-80.0766,40.3911
medium,1,37.051,-0.7133
medium,,91.5327,22.894
medium,,47.56,40.31
medium,7,-76.574,18.0388
small,0,-60.969451,13.901105
medium,0,-79.9367,43.2453
unknown,0,-123.7641,45.0915
unknown,0,-117.39,45.4654
medium,,75.247,33.245
medium,3,-86.2998,12.042
small,0,130.6507,32.664
medium,0,-102.7912,47.4074
medium,,30.458,40.69
medium,,-123.7999,46.1936
small,0,-9.7083,53.6057
small,0,-106.1009,38.4316
small,0,98.6937,9.9077
small,0,-122.3631,47.9897
unknown,0,-122.8771,45.9953
medium,,124.1754,13.8193
medium,0,88.7628,27.3765
medium,10,102.9955,29.9932
medium,1,74.7362,34.6507
medium,0,-122.3039,47.9459
medium,9,-46.7392,-23.2789
large,12,80.675,29.2833
small,0,-76.9429,18.0918
small,,-119.22,53.03
medium,6,-46.71737124,-23.42446618
medium,3,81.31,29.3588
medium,,-91.3955,40.3722
small,0,116.1465,5.9122
small,0,-87.4745,36.0562
small,0,34.7841,0.0277
unknown,0,-123.4604,45.6069
small,0,-79.6673,40.5243
medium,0,99.2853,18.7723
medium,,-121.9451,37.6178
small,0,-80.3194,40.0205
medium,0,-111.7414,35.0254
medium,2,108.3348,14.9847
medium,0,76.9371,9.4237
small,0,-117.2599,34.0775
large,2,123.2967,7.8383
medium,0,111.4116,1.47
medium,0,-123.6748,45.4842
medium,0,-66.5806,10.6144
unknown,0,-124.3642,42.2395
small,0,-117.8178,34.1647
small,0,-123.0994,38.4165
medium,0,94.9152,26.222
medium,5,150.4476,-10.3038
medium,6,101.453,21.7254
medium,,-43.6897,-22.5527
medium,,94.5163,26.0137
medium,,-2.0371,37.356
small,0,73.1822,18.5158
medium,0,123.9275,10.34
medium,0,45.6449,40.5494
medium,0,73.703,24.1965
medium,4,45.6886,40.9959
large,15,30.0355,0.6301
medium,,121.045,16.95
small,0,22.0726,43.3215
medium,3,-84.0236,9.6563
small,3,91.7645,26.1407
small,0,-82.4223,37.4563
medium,0,123.2617,10.4524
medium,2,33.6051,44.9688
medium,3,93.117,24.808
medium,,-155.8801,19.4272
medium,9,111.2345,38.4837
medium,0,-79.9773,40.4507
small,0,-84.1841,10.06
medium,9,-96.8005,19.8413
medium,,81.601,28.601
medium,0,108.6989,31.9111
medium,,73.07114867,41.08647095
medium,0,177.3655,-38.2907
unknown,0,-122.2336,44.71
small,0,-79.9647,40.4191
small,,-123.8203,46.1836
medium,40,73.494,33.5708
medium,2,74.6326,33.6549
medium,3,-97.4647,20.5004
medium,2,112.3735,28.5833
unknown,0,-124.1229,43.7599
medium,0,-108.012,37.9933
small,0,-122.5337,47.4296
unknown,0,-122.6394,45.4604
medium,0,-82.5309,38.6331
small,0,-122.4749,37.9002
unknown,0,-123.6691,43.6828
medium,2,-46.4273239,-23.6419326
medium,,120.280149,-8.773461589
medium,0,-86.0418,12.5769
medium,,85.2254,27.5684
medium,0,-170.5825,-14.2781
medium,12,110.9949,22.9183
medium,1,-88.166,35.2507
unknown,0,-123.6629,43.6492
medium,,-75.3733,43.3982
medium,0,-121.225,47.717
medium,0,-120.0311,47.7741
large,50,-43.0787,-22.3838
small,0,77.312,8.2117
medium,0,93.017,23.6866
large,,34.75,0.2833
medium,0,85.3492,24.544
small,2,25.0328,43.2436
large,27,98.4667,25.0333
small,0,73.8093,15.6019
medium,,-105.3546,40.6875
large,0,146.196,-38.551
medium,0,79.5566,30.6521
small,0,-76.6104,3.4856
medium,1,132.4553,34.3852
medium,1,88.40011959,26.74452462
medium,0,88.4575,27.1344
medium,3,88.2746,25.4243
small,2,101.3947,4.4982
unknown,0,-123.5633,44.4156
medium,0,-110.9964,44.1453
medium,7,-43.9333,-19.9167
unknown,0,-123.5777,44.158
medium,,96.0444,5.2519
medium,0,143.8912,-38.6378
small,0,-111.7377,40.4905
medium,0,-123.3792,38.6498
medium,,-76.333,17.948
medium,0,121.3034,17.4012
unknown,0,-122.9342,43.2982
medium,0,-82.7779,37.5455
unknown,0,-124.0083,43.4379
medium,4,90.215,25.5114
medium,3,85.1173,27.5567
medium,,-122.6123,42.1331
medium,,-82.6957,35.8568
medium,0,-78.0609,0.8479
small,0,-117.4909,47.7079
small,0,-122.7689,45.5832
small,0,-79.8024,40.5813
medium,0,120.4201,16.5857
small,0,123.8842,10.3607
medium,5,140.7185,39.7573
medium,,104.5178,25.9548
medium,0,94.7861,25.8877
medium,1,83.5004,28.1296
medium,6,83.0833,27.9167
medium,0,175.1538,-37.5825
small,0,-123.8772,44.0428
very_large,5,-61.1912,13.3382
medium,,52.8557,36.3812
medium,0,-81.7889,37.4076
medium,0,94.1072,25.6623
medium,0,-79.93,40.4891
medium,2,91.3681,25.9611
medium,0,170.5957,-45.8243
medium,2,77.0309,9.9995
medium,1,84.8272,28.1314
medium,12,73.1742,17.5861
medium,0,93.9161,24.7339
large,114,69.1696,34.5353
medium,,-60.6312,11.2965
medium,0,-79.9787,40.4519
medium,0,-81.5949,36.0378
medium,2,78.3449,30.6014
small,0,-84.2361,39.1537
small,4,73.6075,36.2556
very_large,41,125.9690316,7.192836513
large,4,76.635,10.0604
medium,0,72.3661,34.9926
medium,0,-122.2363,37.9958
medium,3,124.9168,6.0522
small,0,-122.2577,37.4053
medium,0,73.3043,40.2598
large,17,91.8161,22.344
unknown,0,-123.9079,44.0229
unknown,0,-124.1019,42.9172
medium,0,120.2683,14.8435
medium,2,125.5700193,9.630751852
large,9,82.3018,27.9911
small,0,-79.7811,-4.3313
medium,0,122.2342,10.715
small,0,-122.7576,49.0022
medium,0,153.277,-28.6604
medium,0,-105.4304,36.7069
medium,0,69.8255,37.3888
medium,0,125.6278,7.6195
medium,3,82.4696,28.3921
medium,,97.938,16.624
small,0,78.4347,30.7314
small,,-0.4367,51.3681
medium,0,-120.8005,47.5792
medium,0,-121.4089,47.7307
medium,0,91.7665,26.1978
small,0,-73.9227,40.8826
medium,0,115.113,-8.1578
small,0,-156.2165371,20.89202644
medium,0,-120.6271,47.5881
large,,75.452,13.986
medium,0,94.3551,24.819
medium,2,-72.9835,7.2022
medium,,83.4833,27.8667
medium,0,-81.6171,38.4006
unknown,0,-122.6175,44.7829
medium,0,99.8589,9.0891
small,0,-74.3311,45.9656
medium,7,84.227,27.9526
medium,4,-75.9712,5.1749
medium,0,106.675,32.216
medium,0,83.6032,28.2653
large,13,105.6828853,34.5443447
medium,0,79.2293,30.4749
medium,0,78.1723,29.9121
medium,0,24.1185,42.1205
large,0,84.8942,28.266
small,7,92.1991,21.7773
medium,1,118.1018,5.8404
small,0,-80.75848389,40.0945423
medium,4,107.6012,-7.1788
small,0,-82.4261,38.4072
medium,0,39.8504,21.4051
medium,0,-117.8178,33.5574
medium,0,101.756,3.1082
small,0,91.77306002,26.19037705
medium,,105.7051,30.7635
medium,0,-70.012,-32.6532
medium,3,109.48,30.28
large,0,-104.8318,38.7612
medium,0,-90.6986,14.4039
medium,0,37.1285,-0.4814
small,0,-117.9057,34.1542
unknown,0,-122.8777,46.0205
small,0,-122.3941,47.803
medium,0,-111.373,37.1629
medium,0,-122.3633,47.488
medium,4,92.2121,25.463
medium,0,18.8587,42.3153
medium,0,35.5673,1.5928
small,0,-118.4688,35.1433
medium,5,87.6667,27.35
medium,0,-108.164,43.5009
unknown,0,-122.5166,43.3047
medium,0,-61.5592,10.7335
medium,,120.9167,16.0667
medium,1,120.65,18.2
unknown,0,-123.3467,46.1199
medium,,94.4759,24.9111
medium,,108.2058,11.8861
unknown,0,-122.4303,44.3999
medium,0,-4.8814,56.2451
medium,0,73.9551,15.7067
large,0,109.7303,-7.3674
medium,0,0.3782,51.3832
unknown,0,-122.4997,45.3987
medium,0,123.8815,10.3504
medium,0,34.8149,30.6207
medium,,107.4326,12.1639
medium,2,169.3808,-44.0582
medium,0,94.413,29.8246
small,0,130.6279,32.6443
small,1,-124.1288,44.029
small,0,-80.0383,40.4327
medium,,95.2253,27.8458
medium,20,43.872,13.4868
medium,0,177.3814,-18.0873
medium,0,-107.1974,39.5874
medium,0,116.2824,6.0581
medium,5,97.0235,20.7844
small,0,-83.4998,35.7108
unknown,0,-122.1635,45.176
medium,7,83.2934,28.0816
medium,3,77.6177,12.9368
medium,0,83.77762394,27.88159864
small,0,99.0616,9.8907
medium,,75.21320384,33.33280503
medium,,101.8343,19.3074
unknown,0,120.7925,22.752
medium,0,85.5097,27.8883
medium,0,-120.5933,47.6388
medium,2,-76.7763,18.0622
unknown,0,-118.9756,44.0747
medium,0,-122.5437,45.331
medium,0,-90.5289,14.5337
medium,0,116.5742,5.984
medium,0,-118.8962,34.8813
medium,1,126.1489178,7.824426765
medium,0,69.118,38.2616
unknown,0,-121.5491,45.6542
unknown,0,-121.8784,44.4216
small,0,83.0394,18.2807
medium,1,72.8974,19.0997
small,0,-122.8644,49.0535
small,0,-117.0873,32.7708
medium,0,121.0495,18.4149
medium,,101.7777,2.9346
medium,,-8.2594,41.4497
large,2,-64.2333,-22.2832
