landslide_size,fatality_count,longitude,latitude,date,country_name,landslide_trigger,injuries,type
medium,0,75.8466,32.5764,8/27/2011 0:00,India,downpour,0,landslide
medium,1,124.1745,7.0859,8/30/2014 0:00,Philippines,downpour,1,landslide
medium,0,-7.9408,53.4242,10/10/2012 20:00,Ireland,downpour,,landslide
large,3,77.7274,20.855,6/20/2012 17:45,India,downpour,,landslide
small,0,-82.5388,38.6743,5/11/2011 0:00,united states,downpour,,landslide
medium,0,-120.682,47.5857,12/9/2015 0:00,united states,rain,0,mudslide
small,0,-107.8722,37.0712,6/8/2016 17:45,united states,unknown,0,rock_fall
small,0,-82.2585,35.4437,8/28/2008 0:00,united states,tropical_cyclone,,mudslide
large,0,77.3265,34.3061,8/6/2010 0:30,India,downpour,,landslide
medium,2,77.209,31.1066,7/5/2012 0:00,India,downpour,,landslide
small,0,44.8485,41.1676,10/18/2015 3:16,Armenia,unknown,0,rock_fall
medium,0,-61.4407,10.7539,10/31/2011 6:00,Trinidad and Tobago,downpour,,landslide
medium,0,94.1136,25.6237,8/12/2015 0:00,India,continuous_rain,0,mudslide
medium,2,-61.3642,15.3055,9/9/2007 0:00,Dominica,rain,,landslide
small,0,113.1213,23.0206,6/19/2014 5:00,China,rain,5,landslide
medium,0,98.6657,9.9602,10/5/2014 0:00,Thailand,monsoon,0,mudslide
medium,0,75.8011,33.1595,2/6/2010 0:00,India,downpour,,landslide
medium,2,73.87646407,34.11901266,7/29/2010 0:00,Pakistan,downpour,,landslide
unknown,0,-122.4789,44.7568,12/23/2014 8:56,united states,unknown,0,landslide
medium,0,-152.4346,57.7856,7/25/2007 0:00,united states,rain,,landslide
medium,0,125.6078,3.4238,12/30/2014 0:00,Indonesia,downpour,0,landslide
medium,2,35.8666,-1.0828,4/17/2013 0:00,Kenya,rain,,mudslide
medium,0,101.9787,4.8903,11/12/2010 0:00,malaysia,downpour,,mudslide
small,0,-84.2444,36.6878,4/14/2015 0:00,united states,downpour,0,landslide
medium,0,-64.7736,18.3477,5/13/2013 0:00,u.s. virgin Islands,rain,,mudslide
medium,0,178.515,-18.0208,1/8/2013 23:00,Fiji,rain,,landslide
small,0,-80.0111,40.436,6/28/2016 3:30,united states,unknown,2,rock_fall
small,0,-122.4294,48.6041,11/27/2009 0:00,united states,downpour,,mudslide
small,0,-91.3708,39.723,5/4/2009 0:00,united states,continuous_rain,,landslide
medium,0,88.2779,26.8811,7/1/2015 0:00,India,downpour,0,landslide
medium,0,148.3028,-36.9706,7/18/2016 0:00,Australia,flooding,0,landslide
medium,27,83.8005,28.3037,7/30/2015 0:15,Nepal,downpour,18,landslide
medium,0,86.77497513,27.30669194,7/3/2011 0:00,Nepal,continuous_rain,,landslide
medium,0,45.458,41.8984,4/27/2010 0:00,Georgia,downpour,,landslide
small,0,-122.1996,37.8404,2/21/2012 8:55,united states,downpour,,landslide
medium,0,78.0501,15.8294,6/25/2007 0:00,India,rain,,landslide
medium,0,7.2325,43.7276,11/5/2014 0:00,France,downpour,0,mudslide
unknown,0,-123.1408,45.9229,12/22/2012 14:22,united states,unknown,0,landslide
medium,0,-122.3806,47.7453,3/16/2014 23:00,united states,unknown,0,mudslide
medium,0,41.8393,41.7985,9/25/2016 23:00,Georgia,downpour,0,landslide
small,0,-93.8001,35.7131,6/16/2015 9:00,united states,continuous_rain,0,landslide
small,0,76.3738,9.9431,8/2/2014 9:00,India,continuous_rain,0,landslide
medium,0,82.553,28.2265,6/18/2013 0:00,Nepal,rain,,landslide
medium,4,80.6296,16.5121,5/20/2010 23:00,India,tropical_cyclone,,landslide
medium,0,-4.8567,56.2266,1/14/2014 15:00,united Kingdom,downpour,0,landslide
medium,2,82.3731,28.3685,12/15/2014 0:00,Nepal,continuous_rain,0,landslide
medium,240,110.1969,-6.9343,1/4/2006 9:00,Indonesia,downpour,0,mudslide
unknown,0,-124.1107,42.9179,11/20/2012 4:57,united states,unknown,0,landslide
medium,0,123.3022,8.5138,11/15/2011 0:00,Philippines,downpour,,landslide
medium,0,-130.0184,57.6984,7/13/2016 0:00,Canada,unknown,0,mudslide
medium,0,-107.0321,39.7184,8/28/2015 13:30,united states,unknown,0,rock_fall
medium,0,-2.2471,54.9753,12/29/2015 0:00,united Kingdom,flooding,0,mudslide
medium,0,88.3651,27.1675,9/16/2012 0:00,India,downpour,,landslide
medium,0,129.8735,32.7556,6/28/2016 23:00,Japan,downpour,1,landslide
small,1,-90.457,14.674,10/31/2014 2:00,Guatemala,downpour,3,landslide
medium,0,122.1187,6.9894,11/22/2013 8:00,Philippines,rain,,landslide
medium,0,-83.1598,35.519,1/15/2013 0:00,united states,rain,,mudslide
medium,0,143.9341,-38.5854,1/12/2011 0:00,Australia,downpour,,landslide
small,0,-124.048,44.4291,2/22/2012 0:00,united states,rain,,mudslide
medium,0,-72.629,42.228,9/6/2008 0:00,united states,tropical_cyclone,,mudslide
medium,0,-2.4281,43.3211,3/12/2016 0:00,spain,downpour,0,rock_fall
medium,2,123.2198,8.4814,2/2/2015 10:10,Philippines,downpour,0,landslide
medium,0,-122.5864,47.5652,12/12/2010 0:00,united states,downpour,,mudslide
medium,0,75.1892,32.99,6/21/2016 0:00,India,downpour,0,landslide
medium,3,106.6145,23.9111,5/7/2010 23:40,China,downpour,,landslide
medium,0,151.9979,-27.5659,3/1/2010 2:00,Australia,downpour,,mudslide
medium,1,123.544,12.9541,6/15/2016 0:00,Philippines,unknown,0,mudslide
medium,0,-83.1137,37.2101,7/21/2011 9:00,united states,downpour,,landslide
small,1,-81.564,35.9993,5/17/2009 0:00,united states,downpour,,mudslide
medium,0,-4.1795,50.9644,11/12/2015 0:00,united Kingdom,unknown,0,landslide
medium,0,-42.9772,-22.3701,1/12/2011 0:00,Brazil,downpour,,landslide
unknown,0,-122.3485,43.7225,11/8/2015 17:16,united states,unknown,0,landslide
medium,1,-122.8135,37.9873,3/21/2015 18:00,united states,no_apparent_trigger,1,rock_fall
medium,0,-107.8546,37.3233,9/19/2013 17:30,united states,downpour,,mudslide
small,4,-106.08,38.498,8/23/2008 0:00,united states,rain,,mudslide
small,0,-111.4726,33.8342,1/21/2010 22:00,united states,downpour,,complex
medium,0,78.3233,30.6179,8/17/2012 0:00,India,downpour,,landslide
medium,0,174.0073,-41.2951,9/25/2013 9:30,New Zealand,downpour,,mudslide
medium,4,86.2326,27.6363,8/8/2014 23:00,Nepal,continuous_rain,9,landslide
medium,0,72.4258,35.2227,8/8/2010 0:00,Pakistan,rain,,landslide
medium,0,123.8475216,10.3177097,12/10/2010 0:00,Philippines,downpour,,landslide
small,0,-122.4942,47.2906,10/10/2010 0:00,united states,downpour,,landslide
small,0,-111.7448,40.4788,7/16/2013 23:00,united states,downpour,,mudslide
small,0,-122.309,47.9277,12/28/2014 9:30,united states,rain,0,mudslide
medium,0,-88.8488,13.6094,11/8/2009 0:00,El salvador,tropical_cyclone,,rock_fall
medium,4,-34.9817,-8.0204,7/16/2011 0:00,Brazil,downpour,,mudslide
medium,0,101.7926,3.4267,11/10/2012 20:30,malaysia,rain,,landslide
medium,0,48.6744,38.4886,4/27/2010 0:00,Azerbaijan,downpour,,landslide
medium,0,80.9963,29.5388,6/18/2013 0:00,Nepal,monsoon,,landslide
medium,0,75.1916877,33.3390327,3/19/2011 0:00,India,downpour,,landslide
unknown,0,-123.8216,44.0601,3/10/2016 10:29,united states,unknown,0,landslide
medium,0,34.4013,1.007,4/24/2010 0:00,uganda,downpour,,landslide
medium,0,-83.1806,36.8619,3/4/2015 21:00,united states,downpour,0,mudslide
medium,0,77.09,31.13,8/8/2008 0:00,India,rain,,landslide
unknown,0,-124.1194,43.7487,10/16/2012 5:42,united states,unknown,0,landslide
small,4,73.0549,34.4989,9/19/2014 0:00,Pakistan,mining,5,mudslide
unknown,0,-120.1516,44.6107,7/20/2015 8:49,united states,unknown,0,landslide
medium,0,-121.599,52.5211,8/4/2014 0:00,Canada,dam_embankment_collapse,0,debris_flow
small,0,-119.6991,49.6547,7/6/2014 11:30,Canada,unknown,2,landslide
medium,0,74.8686,35.359,10/26/2015 0:00,Pakistan,earthquake,0,landslide
medium,0,-116.5369,32.9112,2/18/2011 0:00,united states,downpour,,complex
medium,0,80.5544,29.8496,9/11/2007 0:00,Nepal,rain,,landslide
medium,0,26.3995,42.7143,8/15/2015 0:00,Bulgaria,unknown,0,landslide
small,0,-119.722,39.0369,7/20/2014 0:00,united states,downpour,0,mudslide
small,0,153.0898,-26.3938,10/10/2010 19:00,Australia,downpour,,landslide
medium,0,0.5943,50.856,1/3/2014 0:00,united Kingdom,downpour,0,landslide
unknown,0,-123.961,45.8262,4/2/2012 11:57,united states,unknown,0,landslide
medium,5,-82.5377,35.6369,7/4/2013 0:00,united states,downpour,,landslide
large,0,-73.2843,8.4683,11/28/2012 0:00,Colombia,rain,,landslide
medium,0,77.2466,32.3709,6/14/2011 0:00,India,downpour,,landslide
medium,5,7.0888,6.0366,6/15/2012 0:00,Nigeria,rain,,landslide
large,5,146.392,-38.1718,11/14/2007 2:00,Australia,mining,,landslide
medium,0,106.7959,-6.5097,11/21/2012 17:00,Indonesia,rain,,landslide
medium,0,121.1495,17.4147,10/18/2010 0:00,Philippines,tropical_cyclone,,landslide
medium,5,120.5855,16.4564,10/4/2009 0:00,Philippines,tropical_cyclone,,landslide
medium,5,121.729,-4.5,10/30/2008 0:00,Indonesia,unknown,,landslide
unknown,0,-123.3342,43.4046,3/28/2014 11:35,united states,unknown,0,landslide
medium,2,37.66,-3.6404,11/22/2011 2:00,Tanzania,downpour,,landslide
medium,0,83.4625,28.3853,7/30/2015 0:00,Nepal,monsoon,0,landslide
unknown,0,-123.6579,43.6554,12/21/2014 8:51,united states,unknown,0,landslide
medium,1,111.0578,-7.6149,2/21/2012 23:30,Indonesia,downpour,,landslide
medium,1,107.5844,-6.8396,11/23/2010 23:00,Indonesia,downpour,,landslide
medium,0,102.9896,5.0936,12/11/2008 0:00,malaysia,downpour,,complex
small,0,-122.3099327,47.92499887,1/29/2011 13:00,united states,downpour,,mudslide
small,0,-111.6368,45.4716,4/17/2016 0:00,united states,unknown,0,rock_fall
large,0,106.6254,-6.195,2/23/2014 0:00,Indonesia,downpour,0,landslide
medium,0,94.0644,24.4072,8/1/2015 0:00,India,continuous_rain,0,landslide
small,0,124.2185,7.1733,9/7/2014 0:00,Philippines,rain,0,landslide
small,0,120.2685,14.8271,7/9/2016 0:00,Philippines,monsoon,0,landslide
medium,0,120.566,16.4992,10/9/2009 0:00,Philippines,tropical_cyclone,,landslide
medium,0,-4.4647,54.2485,12/3/2015 16:30,Isle of man,flooding,0,landslide
small,0,85.4197,27.758,6/28/2016 0:00,,downpour,0,mudslide
medium,7,79.2143,30.3629,7/10/2013 4:30,India,rain,,landslide
medium,5,-87.7286,14.5742,10/16/2015 23:00,Honduras,rain,0,landslide
medium,0,39.0616,44.1447,2/11/2011 0:00,Russia,rain,,landslide
medium,1,81.8494,28.1981,9/27/2010 9:00,Nepal,downpour,,mudslide
medium,0,70.42633455,37.56106267,5/17/2010 0:00,Afghanistan,downpour,,landslide
medium,0,101.383,3.8258,12/1/2014 20:00,malaysia,unknown,0,landslide
medium,0,176.8426,-40.1513,4/27/2011 0:00,New Zealand,downpour,,landslide
medium,0,108.6849,15.4546,11/11/2010 15:00,vietnam,downpour,1,landslide
medium,0,108.281,23.641,6/11/2007 0:00,China,downpour,,mudslide
medium,0,92.694,23.7527,9/16/2010 0:00,India,downpour,,landslide
medium,1,74.9397,33.0107,10/22/2010 0:00,India,downpour,,landslide
medium,0,-122.1323,47.3174,2/21/2014 0:00,united states,unknown,0,landslide
medium,0,-82.3705,9.2102,6/29/2015 0:00,Panama,downpour,0,landslide
medium,0,105.1433,20.4516,6/23/2014 0:00,vietnam,continuous_rain,0,landslide
medium,26,120.7802,16.8828,10/8/2009 0:00,Philippines,tropical_cyclone,,landslide
small,0,-82.5166,35.6253,1/17/2016 15:00,united states,rain,0,rock_fall
medium,0,-156.6464,20.8939,9/15/2016 0:00,united states,downpour,0,debris_flow
very_large,5000,79.0666,30.7351,6/16/2013 19:30,India,downpour,,debris_flow
large,0,115.1771,-8.1587,1/23/2014 18:00,Indonesia,downpour,0,landslide
unknown,0,-122.5843,43.2885,3/22/2012 9:17,united states,unknown,0,landslide
medium,0,-77.1007,18.4054,4/16/2008 0:00,Jamaica,rain,,mudslide
small,0,174.769403,-41.286411,11/12/2016 15:00,,rain,0,landslide
medium,4,-72.206,19.756,2/15/2010 12:00,Haiti,downpour,,mudslide
medium,4,85.5107,27.8868,8/27/2014 0:00,Nepal,rain,0,landslide
small,0,-94.3946,49.9747,6/26/2014 0:00,Canada,rain,0,mudslide
unknown,0,-118.9,45.8515,11/9/2013 20:04,united states,unknown,0,landslide
medium,0,-106.8393,40.4802,4/27/2015 0:00,united states,continuous_rain,0,landslide
small,0,-80.707,40.5573,3/24/2008 0:00,united states,rain,,landslide
small,0,145.11,-38.1543,2/24/2015 0:00,Australia,rain,0,landslide
large,0,6.9932,46.4093,8/14/1995 0:00,switzerland,downpour,0,debris_flow
medium,0,-122.0027,37.0976,3/24/2011 16:00,united states,downpour,,mudslide
medium,0,41.9574,41.8582,9/25/2016 23:00,Georgia,downpour,0,landslide
medium,4,94.25,26.138,8/19/2008 0:00,India,downpour,,mudslide
medium,1,107.6073,-6.822,3/16/2014 0:00,Indonesia,unknown,0,landslide
medium,0,-76.9216,38.8162,5/11/2008 5:45,united states,continuous_rain,0,other
medium,0,-91.1338,14.7568,9/6/2015 15:00,Guatemala,rain,0,debris_flow
medium,0,77.1104,31.958,8/11/2010 5:00,India,downpour,,landslide
medium,0,-121.0365,38.9097,3/15/2011 23:00,united states,downpour,,mudslide
medium,0,-43.697,-22.9849,4/6/2010 0:00,Brazil,downpour,,landslide
medium,0,74.5101,35.8562,5/26/2013 0:00,Pakistan,rain,,landslide
medium,0,114.0818,22.6214,6/6/2008 0:00,China,rain,,landslide
medium,0,-91.2988,17.4054,10/15/2015 0:00,mexico,flooding,0,landslide
small,0,151.3013,-33.7106,8/18/2014 0:00,Australia,downpour,0,landslide
medium,0,76.5516,10.9654,10/9/2014 0:00,India,flooding,0,debris_flow
small,0,-121.687,36.8607,2/26/2010 0:00,united states,downpour,,mudslide
medium,0,98.7612,9.3825,3/27/2011 0:00,Thailand,downpour,,landslide
medium,32,-158.2475,21.555,11/22/2008 0:00,united states,downpour,,complex
medium,0,74.5049,35.4781,8/3/2013 9:00,Pakistan,monsoon,,landslide
unknown,0,-123.9361,44.6398,12/20/2015 8:21,united states,unknown,0,landslide
medium,0,34.25,1.0333,8/10/2013 3:00,uganda,downpour,,landslide
large,32,98.683,27.8541,8/18/2010 1:30,China,downpour,,mudslide
unknown,0,-123.8109,46.1669,12/27/2013 12:11,united states,unknown,0,landslide
medium,0,74.6511,36.3128,6/4/2010 0:00,Pakistan,rain,,landslide
unknown,0,-122.7444,44.9861,3/3/2014 13:30,united states,unknown,0,landslide
medium,0,-105.291,40.6893,7/12/2013 15:25,united states,downpour,,mudslide
medium,2,100.4322,-0.9672,4/16/2008 0:00,Indonesia,rain,,landslide
small,0,-108.1842,43.513,4/26/2016 12:30,united states,rain,0,rock_fall
medium,1,123.7851,13.6944,2/21/2008 0:00,Philippines,rain,,landslide
medium,0,-83.4578,10.1014,6/14/2012 0:00,Costa Rica,downpour,,landslide
unknown,0,-124.4045,42.279,11/21/2012 4:19,united states,unknown,0,landslide
medium,0,83.5309,28.4763,7/26/2010 0:00,Nepal,downpour,,landslide
small,0,-4.1252,51.211,11/2/2013 23:00,united Kingdom,unknown,,landslide
medium,0,94.0573,23.9939,8/1/2015 0:00,India,continuous_rain,0,landslide
medium,2,91.72137514,26.49349035,9/1/2015 0:00,India,rain,0,landslide
medium,0,-83.7193,38.6487,5/3/2011 9:00,united states,downpour,,mudslide
medium,0,89.51924545,27.21782272,7/13/2010 0:00,Bhutan,downpour,,complex
medium,0,-35.2059,-5.8141,6/15/2014 0:00,Brazil,continuous_rain,0,landslide
medium,0,86.85,27.016,8/10/2007 0:00,Nepal,downpour,,complex
small,0,77.899,11.3742,10/31/2015 0:00,India,downpour,0,landslide
small,0,-77.7785,40.7918,6/25/2014 0:00,united states,rain,0,mudslide
medium,0,122.0727,6.9615,10/9/2013 0:00,Philippines,construction,,landslide
medium,0,80.6136,7.2805,12/4/2010 23:00,sri lanka,downpour,,landslide
medium,0,-121.4471,49.7843,10/9/2016 0:00,Canada,unknown,0,other
medium,0,-107.8397,37.335,9/19/2013 17:30,united states,downpour,,debris_flow
unknown,0,-123.1427,45.9159,12/16/2012 21:17,united states,unknown,0,landslide
medium,13,-77.4613,-0.1331,12/13/2014 20:30,Ecuador,unknown,12,mudslide
medium,0,-122.1817,47.0014,12/12/2010 4:30,united states,downpour,,landslide
medium,3,-51.1339,-29.6634,4/23/2011 8:00,Brazil,downpour,,mudslide
small,1,80.362,6.0103,5/29/2016 9:00,sri lanka,rain,2,rock_fall
medium,0,-149.978032,63.51315907,7/15/2016 23:00,united states,rain,0,mudslide
medium,0,113.8995,1.8257,10/6/2010 0:00,malaysia,downpour,,mudslide
large,6,107.4471,-6.9889,3/25/2013 8:00,Indonesia,rain,,landslide
medium,0,125.6118,7.6483,8/17/2015 18:30,Philippines,downpour,0,landslide
medium,0,94.3615,29.6491,6/13/2011 8:00,China,rain,,landslide
medium,1,92.4951,21.9907,6/30/2013 6:00,Bangladesh,downpour,1,mudslide
small,0,-122.7733,38.0458,3/24/2011 0:00,united states,downpour,,mudslide
medium,0,83.85213651,27.58124358,8/21/2010 23:00,Nepal,continuous_rain,,landslide
large,0,86.1424,27.5072,7/18/2016 0:00,Nepal,continuous_rain,0,landslide
medium,0,78.1677,29.9551,7/17/2016 9:00,India,downpour,0,mudslide
unknown,0,-123.7496,44.6567,12/20/2014 15:23,united states,unknown,0,landslide
small,0,-93.7203,16.6846,7/4/2016 12:00,mexico,construction,3,other
medium,0,98.2916,7.8794,9/26/2015 23:00,Thailand,downpour,0,landslide
medium,0,120.4256,23.4535,6/24/2007 0:00,Taiwan,rain,,landslide
medium,0,113.5538,28.8848,6/10/2011 8:00,China,downpour,,landslide
medium,1,77.8876,33.303,9/16/2012 0:00,India,downpour,,landslide
medium,0,-111.8395453,41.25354118,5/19/2011 21:00,united states,downpour,,rock_fall
medium,0,77.187,32.1896,7/25/2011 8:00,India,downpour,,landslide
medium,0,101.6637,3.0732,12/4/2015 18:35,malaysia,unknown,0,other
medium,1,77.1498,9.8232,8/17/2012 0:00,India,downpour,,landslide
unknown,0,-123.3503,45.644,12/7/2015 14:02,united states,unknown,0,landslide
medium,0,-87.1953,14.0814,7/18/2010 0:00,Honduras,downpour,,landslide
medium,0,123.7344,10.2165,5/28/2011 11:00,Philippines,downpour,,complex
medium,1,121.07,14.5894,10/25/2012 0:00,Philippines,rain,,landslide
medium,0,168.4885,-45.0775,5/20/2010 9:00,New Zealand,continuous_rain,,rock_fall
unknown,0,-123.9048,44.7849,2/28/2013 7:53,united states,unknown,0,landslide
medium,0,74.9448,35.6562,4/17/2011 0:00,Pakistan,downpour,,complex
small,0,108.2036,-7.2643,7/24/2014 2:00,Indonesia,continuous_rain,0,landslide
unknown,0,-118.975,44.285,3/28/2011 14:02,united states,unknown,0,landslide
small,0,-3.1715,56.0701,8/6/2011 0:00,united Kingdom,downpour,,landslide
small,0,-74.32,42.5889,6/16/2013 0:00,united states,rain,,mudslide
medium,0,28.0252,43.2693,3/17/2015 0:00,Bulgaria,rain,0,landslide
unknown,0,-123.8499,44.3995,12/17/2015 22:34,united states,unknown,0,landslide
medium,3,103.9743,28.0436,6/28/2014 15:00,China,rain,1,landslide
medium,0,73.4374,34.6534,2/6/2011 0:00,Pakistan,downpour,,mudslide
small,3,100.0614,-0.0406,4/24/2014 0:00,Indonesia,continuous_rain,0,landslide
large,37,109.547,-7.6213,12/26/2007 0:00,Indonesia,rain,,landslide
medium,0,-122.9765,50.1067,2/4/2007 0:00,Canada,rain,,complex
small,0,-114.3388,43.5097,9/2/2013 23:00,united states,downpour,,mudslide
unknown,0,-123.3271,46.1155,1/28/2012 11:10,united states,unknown,0,landslide
small,0,-159.5682,22.2209,3/11/2012 0:00,united states,downpour,,landslide
medium,0,94.1066,25.67,8/29/2008 0:00,India,downpour,,complex
medium,0,7.0678,6.2069,7/17/2011 0:00,Nigeria,rain,,landslide
medium,0,-124.0505,44.6323,1/16/2011 14:00,united states,downpour,,mudslide
medium,0,-43.0848,-22.8547,4/6/2010 0:00,Brazil,downpour,,landslide
medium,0,-83.9041,10.2054,12/13/2014 23:00,Costa Rica,unknown,0,landslide
medium,0,-123.4997,48.8399,12/12/2010 8:00,Canada,downpour,,landslide
medium,0,82.3527,28.2318,7/19/2013 0:00,Nepal,continuous_rain,,landslide
medium,0,-82.4732,9.3224,3/2/2011 23:00,Panama,downpour,,landslide
medium,0,80.6525,16.5157,8/31/2010 9:00,India,downpour,,landslide
very_large,2,103.9291,30.6887,7/7/2013 0:00,China,continuous_rain,,landslide
medium,0,74.9489,33.0289,1/3/2010 2:00,India,downpour,,landslide
medium,0,-86.4209,39.4279,6/7/2008 0:00,united states,downpour,,mudslide
small,0,-122.3662,47.992,5/2/2011 16:00,united states,downpour,,mudslide
medium,2,101.0833,19.0833,7/18/2008 0:00,Thailand,downpour,,landslide
medium,0,122.3698,7.9756,8/5/2013 0:00,Philippines,continuous_rain,,landslide
small,0,-80.0726,40.5531,4/8/2008 0:00,united states,rain,,landslide
unknown,0,-124.1181,43.7477,1/16/2011 12:27,united states,unknown,0,landslide
large,2,89.5403,48.5936,7/10/2016 0:00,mongolia,unknown,0,mudslide
medium,0,78.6167,31.8833,9/10/2009 0:00,India,downpour,,landslide
medium,0,100.24,5.34,9/30/2008 0:00,malaysia,downpour,,landslide
medium,11,111.8293,38.0432,7/31/2008 0:00,China,mining,,landslide
medium,0,76.7606,10.0486,8/5/2013 0:00,India,unknown,,landslide
medium,0,4.7549,45.5842,6/14/2010 0:00,France,downpour,,mudslide
medium,0,73.0068,35.1148,3/9/2014 9:00,Pakistan,downpour,0,landslide
large,0,77.5971,34.1482,8/6/2010 0:30,India,downpour,,landslide
medium,3,100.6444,-0.8021,12/24/2012 1:30,Indonesia,rain,,landslide
medium,7,110.375,25.4075,3/20/2016 0:00,China,rain,26,rock_fall
medium,1,139.6333,36.5796,9/10/2015 0:00,Japan,tropical_cyclone,1,mudslide
small,0,7.2253,46.4873,7/13/2014 0:00,switzerland,downpour,0,landslide
small,0,-61.2809,15.2458,4/12/2010 0:00,Dominica,downpour,,landslide
medium,0,75.1296,36.5705,8/20/2010 0:00,Pakistan,downpour,,landslide
unknown,0,-123.5827,45.5635,12/27/2011 19:52,united states,unknown,0,landslide
medium,0,76.8806,11.338,10/21/2012 9:00,India,rain,,landslide
small,0,-43.1259,-22.9066,4/6/2010 0:00,Brazil,downpour,,landslide
unknown,0,-124.1131,44.2886,12/17/2015 20:12,united states,unknown,0,landslide
medium,0,-2.0946,54.9735,1/7/2016 0:00,united Kingdom,unknown,0,landslide
small,0,-57.5886,50.2405,12/3/2013 10:00,Canada,unknown,,landslide
medium,0,93.8443,24.9356,7/31/2010 9:00,India,rain,,landslide
unknown,0,-123.5826,45.5635,11/27/2011 17:43,united states,unknown,0,landslide
small,1,-84.2106,10.0442,11/18/2015 1:11,Costa Rica,unknown,0,landslide
medium,0,77.1103,30.9086,9/19/2010 0:00,India,downpour,,landslide
medium,0,91.80317334,26.10973183,7/6/2017 19:39,,continuous_rain,0,landslide
medium,0,-84.7783,11.1297,10/9/2014 0:00,Nicaragua,rain,0,landslide
medium,0,-83.5162,38.1181,2/5/2014 9:00,united states,rain,0,landslide
medium,0,-82.7851,37.4164,3/9/2015 0:00,united states,unknown,0,mudslide
unknown,0,-122.6023,42.689,12/13/2015 9:23,united states,unknown,0,landslide
small,0,-88.9144,14.6,9/24/2015 0:00,Honduras,rain,0,landslide
small,0,-116.836,33.05,7/19/2015 0:00,united states,downpour,0,landslide
medium,0,-43.2167,-22.9458,4/6/2010 0:00,Brazil,downpour,,landslide
small,0,-116.9702,34.1036,7/18/2015 15:20,united states,downpour,0,rock_fall
medium,0,-0.1557,51.2595,2/18/2014 17:20,united Kingdom,continuous_rain,0,landslide
small,0,177.9985,-17.8045,3/2/2010 0:00,Fiji,downpour,,landslide
large,37,81.0209,6.7631,10/29/2014 7:30,sri lanka,monsoon,0,mudslide
small,0,-93.9072,44.524,6/18/2014 9:00,united states,downpour,0,landslide
very_large,3,-97.4997,19.849,9/15/2013 0:00,mexico,tropical_cyclone,1,landslide
medium,1,-72.7053,18.9523,9/7/2009 8:00,Haiti,downpour,,mudslide
small,0,-122.452,47.2711,2/18/2014 15:00,united states,continuous_rain,0,mudslide
medium,0,-84.3678,9.9451,6/3/2015 15:00,Costa Rica,downpour,0,rock_fall
medium,1,-88.551,15.309,10/14/2014 23:00,Honduras,rain,0,landslide
unknown,0,-123.5828,45.5635,12/8/2015 23:31,united states,unknown,0,landslide
unknown,0,-123.8412,43.6476,12/30/2011 7:41,united states,unknown,0,landslide
medium,1,120.5763,16.4357,8/8/2007 0:00,Philippines,rain,,landslide
large,4,120.9889,23.8466,6/5/2012 0:00,Taiwan,downpour,,landslide
medium,0,-4.825,43.293,7/21/2015 0:00,spain,downpour,6,landslide
medium,0,-76.7094,-11.9431,12/16/2009 0:00,Peru,downpour,,landslide
medium,0,121.1138,16.8431,11/14/2014 0:00,Philippines,tropical_cyclone,0,landslide
medium,0,88.4659,27.0638,6/20/2011 20:30,India,rain,,landslide
medium,3,73.0226,19.0811,6/18/2013 10:30,India,continuous_rain,2,landslide
medium,0,-122.7145,45.7014,3/1/2011 10:20,united states,downpour,,landslide
medium,0,80.7014,7.5206,2/8/2011 18:00,sri lanka,downpour,,landslide
medium,0,77.0588,30.8974,10/3/2016 11:00,India,construction,0,landslide
unknown,0,-121.627,45.592,1/18/2011 14:18,united states,unknown,0,landslide
small,0,-61.1339,10.5896,12/2/2011 0:00,Trinidad and Tobago,downpour,,mudslide
medium,0,73.593,16.9214,6/25/2013 10:15,India,monsoon,,mudslide
medium,3,120.6583,16.6962,10/20/2016 0:00,Philippines,tropical_cyclone,0,landslide
medium,0,109.2164,13.3137,12/25/2010 0:00,vietnam,downpour,,landslide
large,0,120.2974,23.1749,8/10/2009 0:00,Taiwan,tropical_cyclone,,mudslide
medium,0,173.287,-41.2737,5/27/2011 4:00,New Zealand,downpour,,complex
medium,0,-84.3662,9.6341,11/4/2010 0:00,Costa Rica,tropical_cyclone,,landslide
medium,0,0.4703,50.9519,2/10/2014 0:00,united Kingdom,unknown,0,landslide
medium,0,-122.0818,46.5455,1/7/2009 9:00,united states,rain,0,mudslide
small,0,114.4396,4.6401,1/3/2008 0:00,Brunei,rain,,landslide
medium,0,-7.3305,54.9992,12/14/2011 8:00,united Kingdom,downpour,,landslide
unknown,12,110.8371,-6.7912,1/21/2014 18:00,Indonesia,downpour,0,landslide
medium,0,81.0081,7.9329,1/9/2011 0:00,sri lanka,downpour,,landslide
small,0,-107.9352,37.2743,7/23/2010 14:30,united states,downpour,,rock_fall
large,0,-118.4938,34.5587,10/16/2015 0:00,united states,flooding,0,mudslide
small,0,101.704,3.1498,10/17/2014 20:00,malaysia,downpour,0,landslide
medium,0,76.853,32.6598,7/7/2010 0:00,India,downpour,,landslide
medium,0,-43.2328,-22.9801,4/6/2010 0:00,Brazil,downpour,,landslide
medium,4,102.3447,29.0184,5/7/2015 18:00,China,downpour,9,mudslide
unknown,0,-123.4605,45.6069,12/9/2015 3:00,united states,unknown,0,landslide
medium,0,81.623,29.139,8/6/2016 13:37,,unknown,0,rock_fall
